序号,位移响应
58054,1.1593854419654239e-05
58055,1.1599860610845675e-05
58056,1.1605692620965073e-05
58057,1.1611349927345048e-05
58058,1.1616832021195627e-05
58059,1.1622138407708697e-05
58060,1.1627268606159837e-05
58061,1.1632222150007506e-05
58062,1.163699858698953e-05
58063,1.164159747921688e-05
58064,1.164601840326467e-05
58065,1.1650260950260354e-05
58066,1.1654324725969142e-05
58067,1.1658209350876501e-05
58068,1.1661914460267779e-05
58069,1.1665439704304968e-05
58070,1.166878474810041e-05
58071,1.1671949271787643e-05
58072,1.1674932970589167e-05
58073,1.16777355548812e-05
58074,1.1680356750255422e-05
58075,1.1682796297577574e-05
58076,1.1685053953043004e-05
58077,1.1687129488229125e-05
58078,1.1689022690144645e-05
58079,1.1690733361275717e-05
58080,1.1692261319628882e-05
58081,1.1693606398770835e-05
58082,1.1694768447864969e-05
58083,1.1695747331704711e-05
58084,1.1696542930743603e-05
58085,1.1697155141122176e-05
58086,1.169758387469152e-05
58087,1.1697829059033649e-05
58088,1.169789063747852e-05
58089,1.1697768569117828e-05
58090,1.1697462828815509e-05
58091,1.1696973407214912e-05
58092,1.1696300310742753e-05
58093,1.1695443561609664e-05
58094,1.1694403197807576e-05
58095,1.1693179273103711e-05
58096,1.1691771857031313e-05
58097,1.1690181034877092e-05
58098,1.1688406907665381e-05
58099,1.168644959213902e-05
58100,1.168430922073695e-05
58101,1.1681985941568538e-05
58102,1.1679479918384695e-05
58103,1.1676791330545672e-05
58104,1.1673920372985693e-05
58105,1.1670867256174327e-05
58106,1.1667632206074674e-05
58107,1.1664215464098327e-05
58108,1.1660617287057214e-05
58109,1.1656837947112246e-05
58110,1.1652877731718805e-05
58111,1.1648736943569197e-05
58112,1.1644415900531893e-05
58113,1.1639914935587818e-05
58114,1.1635234396763458e-05
58115,1.1630374647061094e-05
58116,1.1625336064385875e-05
58117,1.1620119041470035e-05
58118,1.1614723985794117e-05
58119,1.160915131950526e-05
58120,1.1603401479332663e-05
58121,1.1597474916500109e-05
58122,1.1591372096635731e-05
58123,1.158509349967894e-05
58124,1.1578639619784637e-05
58125,1.1572010965224663e-05
58126,1.156520805828656e-05
58127,1.1558231435169721e-05
58128,1.155108164587889e-05
58129,1.1543759254115077e-05
58130,1.153626483716397e-05
58131,1.1528598985781831e-05
58132,1.1520762304078929e-05
58133,1.1512755409400562e-05
58134,1.1504578932205713e-05
58135,1.1496233515943364e-05
58136,1.1487719816926534e-05
58137,1.1479038504204072e-05
58138,1.1470190259430229e-05
58139,1.1461175776732133e-05
58140,1.1451995762575087e-05
58141,1.1442650935625868e-05
58142,1.1433142026613974e-05
58143,1.1423469778190941e-05
58144,1.1413634944787705e-05
58145,1.1403638292470135e-05
58146,1.1393480598792707e-05
58147,1.1383162652650469e-05
58148,1.1372685254129213e-05
58149,1.136204921435405e-05
58150,1.1351255355336318e-05
58151,1.1340304509818951e-05
58152,1.1329197521120331e-05
58153,1.1317935242976652e-05
58154,1.1306518539382907e-05
58155,1.1294948284432516e-05
58156,1.1283225362155609e-05
58157,1.1271350666356107e-05
58158,1.1259325100447551e-05
58159,1.124714957728782e-05
58160,1.123482501901274e-05
58161,1.1222352356868665e-05
58162,1.1209732531044038e-05
58163,1.1196966490500037e-05
58164,1.1184055192800346e-05
58165,1.1170999603940066e-05
58166,1.1157800698173873e-05
58167,1.1144459457843455e-05
58168,1.1130976873204256e-05
58169,1.1117353942251605e-05
58170,1.11035916705463e-05
58171,1.1089691071039639e-05
58172,1.1075653163898034e-05
58173,1.1061478976327165e-05
58174,1.1047169542395844e-05
58175,1.1032725902859442e-05
58176,1.1018149104983259e-05
58177,1.1003440202365458e-05
58178,1.0988600254760052e-05
58179,1.0973630327899617e-05
58180,1.0958531493318075e-05
58181,1.0943304828173383e-05
58182,1.0927951415070332e-05
58183,1.0912472341883361e-05
58184,1.0896868701579592e-05
58185,1.0881141592041988e-05
58186,1.0865292115892766e-05
58187,1.0849321380317108e-05
58188,1.0833230496887162e-05
58189,1.0817020581386442e-05
58190,1.0800692753634637e-05
58191,1.0784248137312862e-05
58192,1.076768785978946e-05
58193,1.075101305194629e-05
58194,1.0734224848005648e-05
58195,1.0717324385357843e-05
58196,1.070031280438936e-05
58197,1.0683191248311822e-05
58198,1.0665960862991681e-05
58199,1.064862279678069e-05
58200,1.0631178200347215e-05
58201,1.0613628226508424e-05
58202,1.0595974030063395e-05
58203,1.057821676762714e-05
58204,1.0560357597465628e-05
58205,1.0542397679331819e-05
58206,1.0524338174302785e-05
58207,1.0506180244617848e-05
58208,1.0487925053517905e-05
58209,1.0469573765085828e-05
58210,1.0451127544088147e-05
58211,1.0432587555817852e-05
58212,1.0413954965938489e-05
58213,1.0395230940329515e-05
58214,1.037641664493295e-05
58215,1.035751324560136e-05
58216,1.0338521907947229e-05
58217,1.0319443797193633e-05
58218,1.0300280078026414e-05
58219,1.0281031914447719e-05
58220,1.0261700469631021e-05
58221,1.0242286905777654e-05
58222,1.022279238397474e-05
58223,1.0203218064054797e-05
58224,1.0183565104456734e-05
58225,1.0163834662088537e-05
58226,1.0144027892191444e-05
58227,1.0124145948205781e-05
58228,1.0104189981638399e-05
58229,1.0084161141931725e-05
58230,1.006406057633449e-05
58231,1.0043889429774143e-05
58232,1.0023648844730888e-05
58233,1.000333996111347e-05
58234,9.98296391613665e-06
58235,9.962521844200394e-06
58236,9.942014876770804e-06
58237,9.921444142262805e-06
58238,9.900810765924554e-06
58239,9.880115869723635e-06
58240,9.859360572235025e-06
58241,9.838545988530821e-06
58242,9.817673230071789e-06
58243,9.79674340460066e-06
58244,9.775757616037272e-06
58245,9.754716964375481e-06
58246,9.733622545581902e-06
58247,9.712475451496442e-06
58248,9.691276769734664e-06
58249,9.670027583591988e-06
58250,9.648728971949668e-06
58251,9.627382009182616e-06
58252,9.605987765069052e-06
58253,9.584547304701973e-06
58254,9.563061688402413e-06
58255,9.541531971634612e-06
58256,9.51995920492286e-06
58257,9.498344433770303e-06
58258,9.47668869857946e-06
58259,9.454993034574619e-06
58260,9.43325847172598e-06
58261,9.411486034675643e-06
58262,9.389676742665366e-06
58263,9.367831609466138e-06
58264,9.345951643309502e-06
58265,9.324037846820688e-06
58266,9.302091216953506e-06
58267,9.280112744926997e-06
58268,9.258103416163835e-06
58269,9.236064210230506e-06
58270,9.213996100779175e-06
58271,9.191900055491326e-06
58272,9.169777036023107e-06
58273,9.147627997952371e-06
58274,9.12545389072743e-06
58275,9.103255657617495e-06
58276,9.081034235664776e-06
58277,9.05879055563828e-06
58278,9.03652554198923e-06
58279,9.014240112808131e-06
58280,8.991935179783467e-06
58281,8.969611648162035e-06
58282,8.94727041671083e-06
58283,8.924912377680559e-06
58284,8.902538416770727e-06
58285,8.880149413096253e-06
58286,8.857746239155659e-06
58287,8.83532976080079e-06
58288,8.812900837208029e-06
58289,8.790460320851031e-06
58290,8.768009057474935e-06
58291,8.74554788607205e-06
58292,8.723077638858996e-06
58293,8.700599141255265e-06
58294,8.678113211863233e-06
58295,8.655620662449569e-06
58296,8.63312229792801e-06
58297,8.610618916343542e-06
58298,8.588111308857915e-06
58299,8.565600259736505e-06
58300,8.5430865463365e-06
58301,8.52057093909639e-06
58302,8.498054201526733e-06
58303,8.475537090202204e-06
58304,8.453020354754911e-06
58305,8.4305047378689e-06
58306,8.407990975275935e-06
58307,8.385479795752428e-06
58308,8.362971921117591e-06
58309,8.340468066232723e-06
58310,8.317968939001672e-06
58311,8.295475240372382e-06
58312,8.272987664339612e-06
58313,8.250506897948699e-06
58314,8.228033621300407e-06
58315,8.205568507556854e-06
58316,8.183112222948456e-06
58317,8.160665426781901e-06
58318,8.138228771449136e-06
58319,8.115802902437304e-06
58320,8.093388458339714e-06
58321,8.070986070867689e-06
58322,8.048596364863396e-06
58323,8.02621995831358e-06
58324,8.00385746236417e-06
58325,7.981509481335811e-06
58326,7.959176612740211e-06
58327,7.936859447297364e-06
58328,7.914558568953583e-06
58329,7.892274554900357e-06
58330,7.870007975593985e-06
58331,7.847759394776003e-06
58332,7.825529369494348e-06
58333,7.803318450125283e-06
58334,7.781127180396032e-06
58335,7.758956097408136e-06
58336,7.736805731661497e-06
58337,7.714676607079074e-06
58338,7.69256924103228e-06
58339,7.67048414436698e-06
58340,7.648421821430132e-06
58341,7.6263827700970585e-06
58342,7.604367481799252e-06
58343,7.582376441552839e-06
58344,7.560410127987526e-06
58345,7.5384690133761555e-06
58346,7.516553563664762e-06
58347,7.494664238503134e-06
58348,7.4728014912759196e-06
58349,7.45096576913417e-06
58350,7.429157513027384e-06
58351,7.4073771577359976e-06
58352,7.385625131904323e-06
58353,7.363901858073899e-06
58354,7.342207752717288e-06
58355,7.320543226272229e-06
58356,7.298908683176215e-06
58357,7.277304521901413e-06
58358,7.2557311349899675e-06
58359,7.234188909089626e-06
58360,7.212678224989716e-06
58361,7.191199457657433e-06
58362,7.1697529762744175e-06
58363,7.1483391442736665e-06
58364,7.126958319376687e-06
58365,7.105610853630921e-06
58366,7.084297093447464e-06
58367,7.063017379638978e-06
58368,7.0417720474578704e-06
58369,7.020561426634674e-06
58370,6.999385841416665e-06
58371,6.978245610606632e-06
58372,6.957141047601883e-06
58373,6.936072460433387e-06
58374,6.915040151805103e-06
58375,6.894044419133458e-06
58376,6.8730855545869695e-06
58377,6.852163845125991e-06
58378,6.831279572542606e-06
58379,6.810433013500597e-06
58380,6.789624439575559e-06
58381,6.76885411729508e-06
58382,6.748122308179011e-06
58383,6.7274292687798175e-06
58384,6.706775250722992e-06
58385,6.686160500747526e-06
58386,6.6655852607464246e-06
58387,6.645049767807271e-06
58388,6.624554254252816e-06
58389,6.604098947681579e-06
58390,6.583684071008496e-06
58391,6.563309842505532e-06
58392,6.5429764758423245e-06
58393,6.52268418012681e-06
58394,6.502433159945827e-06
58395,6.482223615405704e-06
58396,6.4620557421728e-06
58397,6.441929731514049e-06
58398,6.421845770337393e-06
58399,6.4018040412322336e-06
58400,6.381804722509771e-06
58401,6.361847988243324e-06
58402,6.341934008308525e-06
58403,6.322062948423502e-06
58404,6.302234970188927e-06
58405,6.28245023112799e-06
58406,6.262708884726294e-06
58407,6.2430110804716345e-06
58408,6.223356963893672e-06
58409,6.2037466766035075e-06
58410,6.184180356333125e-06
58411,6.164658136974732e-06
58412,6.145180148619948e-06
58413,6.125746517598902e-06
58414,6.106357366519151e-06
58415,6.087012814304482e-06
58416,6.067712976233578e-06
58417,6.048457963978514e-06
58418,6.029247885643114e-06
58419,6.010082845801152e-06
58420,5.990962945534386e-06
58421,5.971888282470432e-06
58422,5.9528589508204714e-06
58423,5.93387504141678e-06
58424,5.9149366417501e-06
58425,5.896043836006799e-06
58426,5.877196705105898e-06
58427,5.8583953267358725e-06
58428,5.8396397753912716e-06
58429,5.8209301224091815e-06
58430,5.802266436005447e-06
58431,5.7836487813107415e-06
58432,5.7650772204064e-06
58433,5.746551812360085e-06
58434,5.728072613261231e-06
58435,5.709639676256278e-06
58436,5.691253051583729e-06
58437,5.672912786608948e-06
58438,5.654618925858791e-06
58439,5.636371511056012e-06
58440,5.618170581153425e-06
58441,5.600016172367905e-06
58442,5.581908318214106e-06
58443,5.56384704953801e-06
58444,5.5458323945502325e-06
58445,5.527864378859095e-06
58446,5.5099430255035e-06
58447,5.492068354985559e-06
58448,5.4742403853029925e-06
58449,5.4564591319813235e-06
58450,5.438724608105817e-06
58451,5.421036824353202e-06
58452,5.4033957890231686e-06
58453,5.3858015080696135e-06
58454,5.368253985131668e-06
58455,5.350753221564504e-06
58456,5.333299216469868e-06
58457,5.315891966726426e-06
58458,5.298531467019847e-06
58459,5.281217709872645e-06
58460,5.263950685673816e-06
58461,5.246730382708203e-06
58462,5.229556787185657e-06
58463,5.212429883269935e-06
58464,5.1953496531073865e-06
58465,5.17831607685537e-06
58466,5.161329132710464e-06
58467,5.144388796936446e-06
58468,5.127495043891986e-06
58469,5.110647846058164e-06
58470,5.093847174065714e-06
58471,5.077092996722032e-06
58472,5.060385281037976e-06
58473,5.043723992254399e-06
58474,5.027109093868459e-06
58475,5.010540547659704e-06
58476,4.994018313715902e-06
58477,4.977542350458656e-06
58478,4.961112614668775e-06
58479,4.944729061511414e-06
58480,4.928391644560974e-06
58481,4.912100315825787e-06
58482,4.895855025772563e-06
58483,4.879655723350595e-06
58484,4.8635023560157385e-06
58485,4.847394869754182e-06
58486,4.8313332091059565e-06
58487,4.815317317188246e-06
58488,4.799347135718445e-06
58489,4.783422605037024e-06
58490,4.767543664130118e-06
58491,4.751710250651959e-06
58492,4.735922300947018e-06
58493,4.720179750071967e-06
58494,4.704482531817409e-06
58495,4.688830578729381e-06
58496,4.673223822130642e-06
58497,4.6576621921417446e-06
58498,4.64214561770188e-06
58499,4.626674026589528e-06
58500,4.611247345442868e-06
58501,4.595865499779975e-06
58502,4.5805284140188325e-06
58503,4.565236011497099e-06
58504,4.5499882144916885e-06
58505,4.534784944238122e-06
58506,4.519626120949682e-06
58507,4.504511663836362e-06
58508,4.489441491123604e-06
58509,4.474415520070822e-06
58510,4.459433666989751e-06
58511,4.444495847262566e-06
58512,4.429601975359796e-06
58513,4.414751964858078e-06
58514,4.399945728457666e-06
58515,4.38518317799977e-06
58516,4.370464224483688e-06
58517,4.355788778083754e-06
58518,4.341156748166073e-06
58519,4.326568043305095e-06
58520,4.312022571299963e-06
58521,4.2975202391906995e-06
58522,4.2830609532741895e-06
58523,4.268644619119981e-06
58524,4.2542711415859066e-06
58525,4.23994042483351e-06
58526,4.225652372343295e-06
58527,4.211406886929801e-06
58528,4.19720387075648e-06
58529,4.183043225350422e-06
58530,4.1689248516168675e-06
58531,4.1548486498535765e-06
58532,4.140814519765023e-06
58533,4.126822360476379e-06
58534,4.112872070547368e-06
58535,4.098963547985938e-06
58536,4.0850966902617405e-06
58537,4.071271394319484e-06
58538,4.057487556592087e-06
58539,4.043745073013681e-06
58540,4.030043839032451e-06
58541,4.016383749623309e-06
58542,4.0027646993004095e-06
58543,3.989186582129503e-06
58544,3.975649291740134e-06
58545,3.962152721337688e-06
58546,3.948696763715274e-06
58547,3.935281311265454e-06
58548,3.921906255991829e-06
58549,3.908571489520468e-06
58550,3.895276903111183e-06
58551,3.882022387668666e-06
58552,3.868807833753467e-06
58553,3.855633131592836e-06
58554,3.842498171091426e-06
58555,3.829402841841833e-06
58556,3.816347033135001e-06
58557,3.8033306339705195e-06
58558,3.7903535330667204e-06
58559,3.7774156188706937e-06
58560,3.7645167795681335e-06
58561,3.7516569030930716e-06
58562,3.7388358771374486e-06
58563,3.7260535891605893e-06
58564,3.7133099263985145e-06
58565,3.7006047758731337e-06
58566,3.687938024401327e-06
58567,3.675309558603863e-06
58568,3.662719264914237e-06
58569,3.6501670295873356e-06
58570,3.6376527387080096e-06
58571,3.6251762781995306e-06
58572,3.6127375338318925e-06
58573,3.600336391230017e-06
58574,3.5879727358818507e-06
58575,3.5756464531463207e-06
58576,3.563357428261175e-06
58577,3.5511055463507442e-06
58578,3.5388906924335303e-06
58579,3.52671275142974e-06
58580,3.5145716081686723e-06
58581,3.5024671473960047e-06
58582,3.49039925378097e-06
58583,3.4783678119234373e-06
58584,3.466372706360864e-06
58585,3.454413821575146e-06
58586,3.442491041999409e-06
58587,3.4306042520246046e-06
58588,3.418753336006103e-06
58589,3.4069381782701194e-06
58590,3.395158663120058e-06
58591,3.3834146748427823e-06
58592,3.3717060977147364e-06
58593,3.3600328160080172e-06
58594,3.3483947139963324e-06
58595,3.3367916759608585e-06
58596,3.325223586196007e-06
58597,3.3136903290151175e-06
58598,3.3021917887560262e-06
58599,3.290727849786579e-06
58600,3.279298396510019e-06
58601,3.2679033133703246e-06
58602,3.256542484857432e-06
58603,3.2452157955123746e-06
58604,3.2339231299323474e-06
58605,3.2226643727756882e-06
58606,3.2114394087667657e-06
58607,3.200248122700779e-06
58608,3.189090399448499e-06
58609,3.177966123960916e-06
58610,3.166875181273795e-06
58611,3.155817456512182e-06
58612,3.1447928348948064e-06
58613,3.1338012017384115e-06
58614,3.122842442462028e-06
58615,3.1119164425911527e-06
58616,3.1010230877618503e-06
58617,3.0901622637248036e-06
58618,3.079333856349277e-06
58619,3.068537751626997e-06
58620,3.0577738356759956e-06
58621,3.047041994744353e-06
58622,3.0363421152138818e-06
58623,3.025674083603748e-06
58624,3.015037786574023e-06
58625,3.004433110929158e-06
58626,2.993859943621419e-06
58627,2.9833181717542187e-06
58628,2.972807682585424e-06
58629,2.9623283635305853e-06
58630,2.951880102166073e-06
58631,2.9414627862322196e-06
58632,2.9310763036363347e-06
58633,2.9207205424556966e-06
58634,2.9103953909404786e-06
58635,2.900100737516601e-06
58636,2.889836470788563e-06
58637,2.879602479542163e-06
58638,2.8693986527472175e-06
58639,2.8592248795601867e-06
58640,2.8490810493267584e-06
58641,2.8389670515843865e-06
58642,2.828882776064759e-06
58643,2.8188281126962246e-06
58644,2.808802951606165e-06
58645,2.7988071831233184e-06
58646,2.7888406977800407e-06
58647,2.7789033863145317e-06
58648,2.7689951396730066e-06
58649,2.7591158490118146e-06
58650,2.749265405699514e-06
58651,2.7394437013189e-06
58652,2.7296506276689803e-06
58653,2.719886076766919e-06
58654,2.7101499408499065e-06
58655,2.700442112377025e-06
58656,2.690762484031027e-06
58657,2.681110948720106e-06
58658,2.6714873995795987e-06
58659,2.6618917299736663e-06
58660,2.652323833496904e-06
58661,2.6427836039759465e-06
58662,2.633270935471e-06
58663,2.6237857222773515e-06
58664,2.6143278589268435e-06
58665,2.6048972401892873e-06
58666,2.595493761073858e-06
58667,2.586117316830442e-06
58668,2.5767678029509545e-06
58669,2.567445115170607e-06
58670,2.558149149469151e-06
58671,2.548879802072082e-06
58672,2.5396369694518107e-06
58673,2.5304205483287783e-06
58674,2.5212304356725794e-06
58675,2.512066528703009e-06
58676,2.5029287248910984e-06
58677,2.4938169219601072e-06
58678,2.4847310178865075e-06
58679,2.4756709109008937e-06
58680,2.4666364994889017e-06
58681,2.4576276823920588e-06
58682,2.4486443586086553e-06
58683,2.43968642739452e-06
58684,2.4307537882638242e-06
58685,2.421846340989819e-06
58686,2.4129639856055673e-06
58687,2.4041066224046167e-06
58688,2.3952741519417017e-06
58689,2.3864664750333383e-06
58690,2.377683492758461e-06
58691,2.3689251064589933e-06
58692,2.36019121774042e-06
58693,2.351481728472302e-06
58694,2.3427965407887816e-06
58695,2.334135557089078e-06
58696,2.3254986800379245e-06
58697,2.3168858125660086e-06
58698,2.308296857870378e-06
58699,2.2997317194148214e-06
58700,2.291190300930221e-06
58701,2.2826725064149015e-06
58702,2.2741782401349375e-06
58703,2.2657074066244405e-06
58704,2.257259910685835e-06
58705,2.2488356573901053e-06
58706,2.240434552077009e-06
58707,2.2320565003553044e-06
58708,2.2237014081029196e-06
58709,2.215369181467119e-06
58710,2.2070597268646506e-06
58711,2.19877295098187e-06
58712,2.190508760774844e-06
58713,2.1822670634694383e-06
58714,2.174047766561388e-06
58715,2.165850777816341e-06
58716,2.15767600526989e-06
58717,2.149523357227597e-06
58718,2.141392742264972e-06
58719,2.1332840692274577e-06
58720,2.1251972472303983e-06
58721,2.1171321856589766e-06
58722,2.1090887941681437e-06
58723,2.1010669826825353e-06
58724,2.0930666613963564e-06
58725,2.0850877407732794e-06
58726,2.0771301315462987e-06
58727,2.0691937447175824e-06
58728,2.0612784915583066e-06
58729,2.053384283608487e-06
58730,2.045511032676765e-06
58731,2.037658650840223e-06
58732,2.029827050444146e-06
58733,2.0220161441017985e-06
58734,2.0142258446941747e-06
58735,2.006456065369722e-06
58736,1.9987067195440924e-06
58737,1.990977720899839e-06
58738,1.983268983386116e-06
58739,1.975580421218376e-06
58740,1.967911948878043e-06
58741,1.9602634811121735e-06
58742,1.952634932933122e-06
58743,1.94502621961816e-06
58744,1.937437256709135e-06
58745,1.9298679600120696e-06
58746,1.9223182455967794e-06
58747,1.9147880297964697e-06
58748,1.9072772292073215e-06
58749,1.899785760688081e-06
58750,1.892313541359606e-06
58751,1.8848604886044465e-06
58752,1.8774265200663882e-06
58753,1.87001155364998e-06
58754,1.8626155075200727e-06
58755,1.8552383001013495e-06
58756,1.847879850077816e-06
58757,1.8405400763923312e-06
58758,1.8332188982460754e-06
58759,1.825916235098065e-06
58760,1.8186320066646027e-06
58761,1.8113661329187706e-06
58762,1.8041185340898792e-06
58763,1.7968891306629338e-06
58764,1.7896778433780697e-06
58765,1.7824845932300046e-06
58766,1.7753093014674624e-06
58767,1.768151889592604e-06
58768,1.7610122793604474e-06
58769,1.7538903927782703e-06
58770,1.7467861521050345e-06
58771,1.739699479850763e-06
58772,1.7326302987759482e-06
58773,1.7255785318909325e-06
58774,1.7185441024552904e-06
58775,1.7115269339772029e-06
58776,1.7045269502128292e-06
58777,1.6975440751656605e-06
58778,1.6905782330858827e-06
58779,1.6836293484697397e-06
58780,1.6766973460588591e-06
58781,1.669782150839614e-06
58782,1.6628836880424403e-06
58783,1.6560018831411841e-06
58784,1.6491366618524308e-06
58785,1.6422879501348017e-06
58786,1.635455674188303e-06
58787,1.6286397604536242e-06
58788,1.6218401356114393e-06
58789,1.6150567265817318e-06
58790,1.6082894605230725e-06
58791,1.6015382648319366e-06
58792,1.5948030671419826e-06
58793,1.588083795323338e-06
58794,1.581380377481902e-06
58795,1.5746927419586062e-06
58796,1.568020817328707e-06
58797,1.5613645324010539e-06
58798,1.5547238162173617e-06
58799,1.5480985980514785e-06
58800,1.5414888074086459e-06
58801,1.5348943740247692e-06
58802,1.5283152278656684e-06
58803,1.5217512991263382e-06
58804,1.5152025182301983e-06
58805,1.5086688158283494e-06
58806,1.502150122798806e-06
58807,1.4956463702457672e-06
58808,1.489157489498831e-06
58809,1.4826834121122568e-06
58810,1.4762240698641889e-06
58811,1.4697793947558978e-06
58812,1.4633493190110166e-06
58813,1.4569337750747706e-06
58814,1.4505326956132038e-06
58815,1.4441460135124088e-06
58816,1.4377736618777543e-06
58817,1.4314155740331102e-06
58818,1.425071683520061e-06
58819,1.4187419240971423e-06
58820,1.4124262297390415e-06
58821,1.4061245346358338e-06
58822,1.3998367731921844e-06
58823,1.393562880026571e-06
58824,1.3873027899704938e-06
58825,1.381056438067689e-06
58826,1.3748237595733435e-06
58827,1.3686046899533e-06
58828,1.362399164883266e-06
58829,1.3562071202480265e-06
58830,1.3500284921406464e-06
58831,1.3438632168616808e-06
58832,1.3377112309183773e-06
58833,1.3315724710238805e-06
58834,1.325446874096437e-06
58835,1.3193343772586014e-06
58836,1.31323491783643e-06
58837,1.307148433358695e-06
58838,1.3010748615560768e-06
58839,1.2950141403603678e-06
58840,1.2889662079036744e-06
58841,1.2829310025176157e-06
58842,1.276908462732522e-06
58843,1.270898527276636e-06
58844,1.2649011350753166e-06
58845,1.2589162252502305e-06
58846,1.2529437371185527e-06
58847,1.2469836101921663e-06
58848,1.2410357841768703e-06
58849,1.2351001989715596e-06
58850,1.2291767946674426e-06
58851,1.2232655115472285e-06
58852,1.2173662900843269e-06
58853,1.211479070942057e-06
58854,1.2056037949728323e-06
58855,1.1997404032173712e-06
58856,1.1938888369038918e-06
58857,1.1880490374473122e-06
58858,1.182220946448454e-06
58859,1.1764045056932361e-06
58860,1.1705996571518849e-06
58861,1.1648063429781265e-06
58862,1.159024505508395e-06
58863,1.1532540872610325e-06
58864,1.1474950309354926e-06
58865,1.1417472794115406e-06
58866,1.1360107757484631e-06
58867,1.130285463184267e-06
58868,1.12457128513489e-06
58869,1.118868185193403e-06
58870,1.1131761071292113e-06
58871,1.1074949948872738e-06
58872,1.1018247925873031e-06
58873,1.0961654445229747e-06
58874,1.090516895161136e-06
58875,1.0848790891410166e-06
58876,1.0792519712734486e-06
58877,1.0736354865400616e-06
58878,1.0680295800925046e-06
58879,1.062434197251663e-06
58880,1.056849283506868e-06
58881,1.0512747845151131e-06
58882,1.0457106461002689e-06
58883,1.0401568142523064e-06
58884,1.0346132351265101e-06
58885,1.029079855042694e-06
58886,1.023556620484432e-06
58887,1.0180434780982744e-06
58888,1.0125403746929686e-06
58889,1.0070472572386844e-06
58890,1.0015640728662396e-06
58891,9.960907688663248e-07
58892,9.906272926887335e-07
58893,9.851735919415819e-07
58894,9.797296143905503e-07
58895,9.74295307958106e-07
58896,9.688706207227335e-07
58897,9.634555009181756e-07
58898,9.580498969326586e-07
58899,9.526537573081332e-07
58900,9.472670307395133e-07
58901,9.418896660739033e-07
58902,9.365216123098529e-07
58903,9.311628185965856e-07
58904,9.258132342332436e-07
58905,9.204728086681348e-07
58906,9.151414914979737e-07
58907,9.098192324671272e-07
58908,9.045059814668658e-07
58909,8.992016885346047e-07
58910,8.93906303853163e-07
58911,8.88619777750011e-07
58912,8.833420606965153e-07
58913,8.780731033072108e-07
58914,8.728128563390379e-07
58915,8.675612706906103e-07
58916,8.62318297401471e-07
58917,8.570838876513529e-07
58918,8.518579927594343e-07
58919,8.466405641836119e-07
58920,8.414315535197564e-07
58921,8.362309125009805e-07
58922,8.310385929969128e-07
58923,8.258545470129523e-07
58924,8.206787266895526e-07
58925,8.155110843014873e-07
58926,8.10351572257121e-07
58927,8.052001430976888e-07
58928,8.00056749496569e-07
58929,7.949213442585636e-07
58930,7.897938803191724e-07
58931,7.846743107438829e-07
58932,7.795625887274394e-07
58933,7.744586675931394e-07
58934,7.693625007921122e-07
58935,7.642740419026086e-07
58936,7.591932446292813e-07
58937,7.541200628024889e-07
58938,7.490544503775736e-07
58939,7.439963614341638e-07
58940,7.389457501754644e-07
58941,7.339025709275515e-07
58942,7.288667781386735e-07
58943,7.238383263785475e-07
58944,7.188171703376633e-07
58945,7.138032648265798e-07
58946,7.087965647752368e-07
58947,7.037970252322517e-07
58948,6.988046013642355e-07
58949,6.938192484550933e-07
58950,6.888409219053411e-07
58951,6.83869577231411e-07
58952,6.789051700649706e-07
58953,6.739476561522304e-07
58954,6.689969913532707e-07
58955,6.6405313164135e-07
58956,6.591160331022234e-07
58957,6.541856519334757e-07
58958,6.492619444438332e-07
58959,6.443448670524928e-07
58960,6.394343762884412e-07
58961,6.345304287897898e-07
58962,6.296329813031009e-07
58963,6.247419906827175e-07
58964,6.198574138900941e-07
58965,6.149792079931347e-07
58966,6.10107330165522e-07
58967,6.052417376860553e-07
58968,6.003823879379935e-07
58969,5.955292384083888e-07
58970,5.906822466874327e-07
58971,5.858413704677945e-07
58972,5.81006567543966e-07
58973,5.76177795811616e-07
58974,5.713550132669211e-07
58975,5.665381780059262e-07
58976,5.617272482239001e-07
58977,5.569221822146714e-07
58978,5.521229383699953e-07
58979,5.473294751789012e-07
58980,5.425417512270537e-07
58981,5.377597251961078e-07
58982,5.329833558630683e-07
58983,5.282126020996542e-07
58984,5.234474228716578e-07
58985,5.186877772383088e-07
58986,5.139336243516427e-07
58987,5.091849234558626e-07
58988,5.044416338867137e-07
58989,4.997037150708505e-07
58990,4.949711265252048e-07
58991,4.902438278563655e-07
58992,4.855217787599448e-07
58993,4.80804939019965e-07
58994,4.7609326850822323e-07
58995,4.713867271836804e-07
58996,4.66685275091831e-07
58997,4.619888723641005e-07
58998,4.572974792172079e-07
58999,4.526110559525678e-07
59000,4.479295629556694e-07
59001,4.432529606954613e-07
59002,4.385812097237416e-07
59003,4.339142706745525e-07
59004,4.292521042635686e-07
59005,4.2459467128748565e-07
59006,4.199419326234241e-07
59007,4.152938492283178e-07
59008,4.106503821383098e-07
59009,4.060114924681601e-07
59010,4.013771414106346e-07
59011,3.967472902359132e-07
59012,3.921219002909931e-07
59013,3.875009329990824e-07
59014,3.8288434985902185e-07
59015,3.7827211244467604e-07
59016,3.7366418240435463e-07
59017,3.690605214602076e-07
59018,3.6446109140764753e-07
59019,3.598658541147572e-07
59020,3.5527477152170287e-07
59021,3.5068780564014743e-07
59022,3.4610491855267074e-07
